Stomping Grounds Games and Collectibles,Truro,"6 Havelock St, Truro, NS B2N 4B7 (unverified — see confidence note)",,,,,,Sells,Other,45.36416,-63.27590
Abby Sports Cards,Abbotsford,"33788 George Ferguson Way, Abbotsford, BC",,,604-859-8326,,,Sells,Hockey;Baseball;Basketball;Football;Other,49.04997,-122.28941
Canadian Collectors Club,Abbotsford,"33232 South Fraser Way Unit #1, Abbotsford, BC V2S 2B3",,,604-870-9271,,https://www.facebook.com/CanadianCollectorsClub,Buys;Sells,Hockey;Baseball;Basketball;Football;Other,49.05004,-122.30360
Lazy Trading Cards & Hobbies,Richmond,"Aberdeen Square, 4000 No. 3 Rd Unit 2015, Richmond, BC V6X 0J8",,,236-268-4518,https://lazytradingcards.com/,https://www.facebook.com/p/Lazy-Trading-Cards-Hobbies-Collectibles-100093017831330/,Buys;Sells;Trades Singles,Pokemon;Other,49.18403,-123.13573
Academy Star Sports,White Rock,"106-1444 Martin St, White Rock, BC V4B 3W7",,,604-200-0998,,,Sells,Other,49.02821,-122.80491
Grey Haven Hobbies & Games,White Rock,"1289A Johnston Rd, White Rock, BC V4B 3Y9",,,604-535-5051,,,Sells;Trades Singles,Pokemon;Magic;Other,49.02558,-122.80148
OT Sports Cards,Vancouver,"1505 66th Ave W, Vancouver, BC V6P 2R8",,,,,https://www.facebook.com/otcards/,Sells,Hockey;Baseball;Basketball;Football;Other,49.21164,-123.14083
"Collectors Choice Sports Cards, Comics & Collectables",Duncan,"5803 Trans Canada Hwy, Duncan, BC V9L 4X2",,,250-746-1552,,,Sells;Trades Singles,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,48.78306,-123.69984
Retro Zone Games,Parksville,"Parksville, BC",,,,,https://www.facebook.com/retrozonegames,Sells,Pokemon;Magic;Other,49.31940,-124.31364
Centre Court Collectables,Nanaimo,"4750 Rutherford Rd, Nanaimo, BC",,,,,,Sells,Pokemon;Magic;Other,49.21884,-124.02796
Dragon Cards & Games,Kelowna,"1771 Cooper Rd #13, Kelowna, BC V1Y 7T1",,,250-860-1770,https://tcg.dragoncardsandgames.com/,,Sells;Trades Singles,Pokemon;Magic;Other,49.88290,-119.44240
Orchard City Games,West Kelowna,"110-2330 BC-97 South, Westbank (West Kelowna), BC V4T 2P3",,,778-754-5860,,https://www.facebook.com/OrchardCityGames/,Sells;Trades Singles,Pokemon;Magic;Other,49.82871,-119.62493
Bob and Coby's Toys and Collectibles,Chilliwack,"5 - 5725 Vedder Rd, Chilliwack, BC",,,,,,Sells,Other,49.10692,-121.96136
Mind Games Cataraqui Centre,Kingston,"945 Gardiners Rd Unit 49A, Kingston, ON K7M 7H4",,,(613) 384-9485,https://www.mindgames.ca,,Sells,Pokemon;Magic;Other,44.25632,-76.57186
Luck of The Draw Games,Peterborough,"424 George St N, Peterborough, ON K9H 3R5",,,(249) 688-2886,,https://www.facebook.com/share/1Bq8QstTNS/,Sells;Grading Services,Pokemon;Other,44.30659,-78.31983
P Market Games,Belleville,"127 N Front St, Belleville, ON K8P 3B5",,,+1 613-779-0957,,,Sells,Pokemon;Magic;Other,44.17609,-77.38969
Scalliwag Toys,Belleville,,,,,,https://www.facebook.com/p/Scalliwag-Toys,Sells;Trade Nights,Pokemon;Magic,,
Dave's Sportscard Shop,Cornwall,"812 Pitt St Unit 44, Cornwall, ON K6J 5R6",,,(613) 363-1102,https://davesportscards.square.site/,https://www.facebook.com/davessportscardshop/,Sells;Sells Wax,Hockey;Baseball;Football;Other,45.02763,-74.73430
Rawas Gifts,Brockville,"35 Central Ave E, Brockville, ON",,,+1 343-320-0091,https://rawasgifts.square.site/,https://www.facebook.com/rawasgifts/,Sells,Other,44.60050,-75.69224
Games Nook (Lasalle Blvd),Greater Sudbury,"1855 Lasalle Blvd, Greater Sudbury, ON P3A 2A3",,,(705) 566-7885,,https://www.facebook.com/groups/165341796838265,Sells,Magic;Pokemon;Other,46.52116,-80.92994
Myth Forge,Thunder Bay,"307 Bay St Unit B, Thunder Bay, ON P7B 1R9",,,807-577-6984,https://www.mythforge.fun,https://www.facebook.com/profile.php?id=61562411222481,Sells;Trade Nights,Magic;Other,48.43195,-89.23017
Carlito's Board Game Cafe,Thunder Bay,"301 Simpson St, Thunder Bay, ON",,,807-577-5410,https://carlitosgamecafe.ca,https://www.facebook.com/carlitos.gamecafe/,Trade Nights,Pokemon;Magic;Other,48.38735,-89.24049
Hill City Comics & Cards,Thunder Bay,"26 Court St S, Thunder Bay, ON P7B 2W5",,,(807) 344-8774,https://everythingcomics.ca,,Sells,Magic;Other,48.43485,-89.22319
Mind Games Thunder Bay,Thunder Bay,"1000 Fort William Rd Unit A11B, Thunder Bay, ON P7B 6B9",,,(807) 346-8697,https://www.mindgames.ca,,Sells,Magic;Other,48.40411,-89.24352
Retro North Games,Thunder Bay,"278 Algoma St S, Thunder Bay, ON P7B 3C2",,,(807) 709-8525,https://retronorthgames.com,,Sells,Other,48.42847,-89.23312
The Gameshelf,Thunder Bay,"620 Victoria Ave E, Thunder Bay, ON P7C 1A9",,,(807) 622-5953,,,Sells,Other,48.38395,-89.24738
North Bay Games and Hobbies,North Bay,"179 Main St W, North Bay, ON P1B 2T6",,,(705) 476-2008,https://nbgamesandhobbies.ca,https://www.facebook.com/NorthBayGamesAndHobbies/,Sells,Other,46.31173,-79.46540
Darkhorse Comics,North Bay,"669 Cassells St, North Bay, ON P1B 4A1",,,705-474-7111,,,Sells;Grading Services,Pokemon;Magic;Other,46.31502,-79.46241
DJ's Collectibles,North Bay,"109 Main St E, North Bay, ON P1B 1A9",,,705-316-0100,,https://www.facebook.com/djscollectibles,Sells,Other,46.31020,-79.46392
Northern Gamers,North Bay,"251 Cassells St Ground Floor, North Bay, ON P1B 3Z3",,,705-840-2806,https://northerngamers.ca,,Sells,Other,46.31331,-79.46668
Northern Ontario Video and Anime (NOVA),North Bay,"40C Couchie Industrial Rd S, North Bay, ON P1B 8G5",,,705-358-4077,https://animecraze.ca,,Sells,Other,46.33236,-79.52227
Need that Collectible,Timmins,"410 Ross Ave E, Timmins, ON P4N 5X5",,,705-406-6563,,,Sells,Other,48.48622,-81.32308
Kap Escaping,Kapuskasing,"468 Government Rd, Kapuskasing, ON",,,,,https://www.facebook.com/KapEscaping/,Sells,Magic,49.39805,-82.37287
Altered States Comics,Mississauga,"1701 Lakeshore Rd W, Mississauga, ON L5J 1J4",,,905-855-1288,https://www.alteredstatescomics.com/,https://www.facebook.com/alteredSC/,Sells;Trade Nights,Pokemon;Other,43.51834,-79.62244
Dolly's Cards & Collectibles (St. Catharines),St. Catharines,"305 Niagara St, St Catharines, ON L2M 4V9",,,289-362-5111,https://www.dollys.ca,https://linktr.ee/DollysDowntown,Sells;Trades Singles,Pokemon;Magic;Other,43.18019,-79.22765
Qew & Dixie Cards,Mississauga,"1250 South Service Rd, Mississauga, ON L5E 1V4",,,647-294-1699,,,Buys;Sells;Trades Singles,Hockey;Baseball;Basketball;Football;Other,43.59314,-79.56918
From Hockey To Hollywood,Toronto,"322 King St W, Toronto, ON M5V 1J2",,,416-971-8848,http://fromhockeytohollywood.com/,,Buys;Sells;Trades Singles,Hockey;Other,43.64687,-79.38961
Game City,Windsor,"4222 Barton Cres, Windsor, ON N9G 2Z1",,,519-967-8288,,,Sells,Other,42.24929,-82.98112
Breakaway Authentics,St. Catharines,"286 Lake St, St Catharines, ON L2N 4H2",,,905-935-0007,http://breakawayauthentics.com/,,Sells,Hockey;Baseball;Basketball;Football;Other,43.18210,-79.25113
R&B Sportscards,St. Catharines,"94 Queenston St, St Catharines, ON L2R 2Z2",,,905-641-2477,,,Sells,Hockey;Baseball;Basketball;Football;Other,43.16329,-79.23490
The Ice Box Cards,Barrie,"G 35-400 Bayfield St, Barrie, ON L4M 5A1",,,705-739-1010,,https://www.facebook.com/173040729415030,Sells,Hockey;Baseball;Basketball;Football;Other,44.40619,-79.70654
MVP Sports Cards,Orillia,"317 Atherley Rd, Orillia, ON L3V 1N8",,,705-327-7891,,,Buys;Sells,Baseball;Basketball;Football;Other,44.60540,-79.39608
Rockets Sports Cards,Chatham,"335 Queen St, Chatham, ON N7M 2H7",,,519-397-2608,,,Sells,Other,42.39855,-82.17938
Nutt's Collectables,Woodstock,"563 Dundas St, Woodstock, ON N4S 1C6",,,519-537-3767,,,Sells,Other,43.13073,-80.75368
The Rights Stuff,St. Catharines,"19 McDonald St, St Catharines, ON L2S 2M2",,,289-362-6406,,,Sells,Other,43.15021,-79.25185
Top 8 Gaming,Welland,"8-17 East Main St, Welland, ON L3B 3W4",,,289-820-8114,,,Sells;Trade Nights,Pokemon;Magic;Other,42.99198,-79.25022
Gimme Mo' Sports Cards And Memorabilia,Binbrook (Hamilton),"51 Blue Ribbon Way Ss 4, Binbrook, ON L0R 1C0",,,289-522-0810,,https://www.facebook.com/gimmemoepeace/,Buys;Sells,Hockey;Baseball;Basketball;Football;Other,43.12814,-79.81256
Bardown Hockey,Oakville,"1610 Greenbriar Dr, Oakville, ON L6M 1Y2",,,289-837-3307,,,Sells,Hockey,43.44654,-79.72924
A C Sports Cards & Collectible,Toronto (North York),"83-2375 Steeles Ave W, Toronto, ON M3J 3A8",,,416-587-3427,,https://www.facebook.com/1533363096968893,Sells,Other,43.78433,-79.47958
T1M Sports,Toronto,"208-3219 Yonge St, Toronto, ON M4N 2L3",,,647-258-9669,,https://www.facebook.com/218582711601760,Sells,Other,43.72828,-79.40276
Hall Of Fame Grading,Toronto,"25 Selby St, Toronto, ON M4Y 0E6",,,647-562-6967,,,Grading Services,Other,43.67115,-79.37696
Grosnor Distribution Inc,Brampton,"4 Lowry Dr, Brampton, ON L7A 1C4",,,416-744-3344,https://www.grosnor.com,,Sells Wax,Other,43.70232,-79.80445
Universal Distribution,Guelph,"18 Revell Dr, Guelph, ON N1G 0B8",,,519-767-5709,http://universaldistribution.com/,,Sells Wax,Other,43.51098,-80.19870
Break-Away Sports Cards Inc,Rodney (near Chatham-Kent),"RR 3, Rodney, ON N0L 2C0",,,519-785-2482,,,Sells,Other,42.56730,-81.68224
Lasting Memories Locker Room,Hanover (near Owen Sound),"318 10th St, Hanover, ON N4N 1P3",,,519-364-0909,,,Sells,Hockey;Other,44.15228,-81.02721
Enter The Battlefield,Newmarket,"Lwr, 81 Davis Dr, Newmarket, ON L3Y 2M9",,,905-235-4464,,,Sells,Other,44.05624,-79.47677
Le Repaire du Collectionneur,Montréal (Griffintown),"319 rue de la Montagne, Montréal, QC H3C 0H2",,,,https://lereprmtl.com/,https://www.facebook.com/lereprmtl,Sells,Hockey;Pokemon;Magic;Other,45.49223,-73.56271
Zone 51,Trois-Rivières,"300 rue Barkoff, Trois-Rivières, QC G8T 2A3",,,819-376-1706,,,Sells,Other,46.37285,-72.55852
ToonTownHobbies,Saskatoon,"682 Fast Cres, Saskatoon, SK S7W 0X1",,,,https://toontownhobbies.com/,https://www.facebook.com/toontownhobbies/,Sells;Trades Singles;Grading Services,Hockey;Basketball;Pokemon;Other,52.17643,-106.55825
Yaz's Sports Memorabilia,Regina,"2718 13th Avenue, Regina, SK S4T 1N3",,,306-949-5492,,,Buys;Sells,Other,50.44563,-104.62089
Legends Sports Memorabilia & Display Co Ltd,Regina,"372 Albert St N, Regina, SK",,,306-522-2111,,,Sells,Other,50.48244,-104.61841
Uptown Sports Cards & Collectibles,Winnipeg,"189-555 Sterling Lyon Parkway, Winnipeg, MB R3P 2T3",,,204-885-3377,https://uptownsportswinnipeg.com/,https://www.facebook.com/Uptownsportswpg/,Sells,Hockey;Baseball;Basketball;Football;Other,49.84162,-97.21426
GameKnight Games,Winnipeg,"519 Osborne St, Winnipeg, MB R3L 2A9",,,204-487-4263,https://gameknight.ca/,https://www.facebook.com/GameKnight/,Sells;Trades Singles;Sells Wax,Pokemon;Magic;Other,49.86612,-97.13563
A Muse N Games,Winnipeg,"576 Wall St, Winnipeg, MB R3G 2T3",,,204-415-1112,https://amusengames.ca/,,Sells,Magic;Pokemon;Other,49.88457,-97.18343
