slug,name,city,province,website,address
the-vault-sports-cards-and-collectables-lethbridge,The Vault Sports Cards and Collectables,Lethbridge,AB,,"330 7 St S, Lethbridge, AB T1J 0N6"
babs-gaming-and-sports-cards-inc-lloydminster,Babs Gaming And Sports Cards Inc,Lloydminster,AB,http://www.babsgaming.ca/,"5720 44 St, Lloydminster, AB T9V 0B3"
border-city-games-lloydminster,Border City Games,Lloydminster,AB,http://www.bordercitygames.ca/,"5601 31 St #5, Lloydminster, AB T9V 2H3"
avalon-hobbies-medicine-hat,Avalon Hobbies,Medicine Hat,AB,http://www.avalonhobbies.com/,"717 5 St SW, Medicine Hat, AB T1A 5B9"
comic-readers-medicine-hat,Comic Readers,Medicine Hat,AB,https://comicreadersregina.wordpress.com/,"924 S Railway St, Medicine Hat, AB T1A 3G4"
games-galore-the-billiard-store-medicine-hat,Games Galore & The Billiard Store,Medicine Hat,AB,http://www.gamesgalore.ca/,"3292 Dunmore Rd SE, Medicine Hat, AB T1B 2R4"
the-cardboard-casket-medicine-hat,The Cardboard Casket,Medicine Hat,AB,http://www.facebook.com/groups/thecardboardcasket,"1201 Kingsway Ave SE #201, Medicine Hat, AB T1A 2Y2"
collectible-card-caddy-okotoks,Collectible Card Caddy,Okotoks,AB,http://collectiblecardcaddy.com/,"900 Village Ln 330, 14, Okotoks, AB T1S 1M2"
tailgate-mercantile-co-okotoks,Tailgate Mercantile Co.,Okotoks,AB,,"21 Elizabeth St Unit 2, Okotoks, AB"
bill-sr-s-sports-cards-red-deer,Bill Sr's Sports Cards,Red Deer,AB,,"4781 49 St, Red Deer, AB T4N 1T6"
d-j-s-sports-cards-comics-red-deer,D J's Sports Cards Comics,Red Deer,AB,https://www.djsgaming.ca/,"#15, 5560 45 St, Red Deer, AB T4N 1L1"
djs-sportscards-comics-collectibles-red-deer,"DJS Sportscards, Comics & Collectibles",Red Deer,AB,,"5560 45 St Unit E13, Red Deer, AB T4N 1L1"
holmestead-sports-cards-collectibles-red-deer,Holmestead Sports Cards & Collectibles,Red Deer,AB,https://www.facebook.com/HOLMESTEADSCC,"6200 67a St, Red Deer, AB T4P 3E8"
wizard-s-loft-red-deer,Wizard's Loft,Red Deer,AB,,"5201 54 Ave Unit 110, Red Deer, AB T4N 5K5"
env-collectible-sherwood-park,ENV Collectible,Sherwood Park,AB,http://www.envcollectible.com/,"behind UPS store, 222 Baseline Rd #314, Sherwood Park, AB T8H 1S8"
georges-ii-sherwood-park,Georges II,Sherwood Park,AB,,"52 Brentwood Blvd, Sherwood Park, AB T8A 2H6"
sports-closet-sherwood-park,Sports Closet,Sherwood Park,AB,https://sportscloset.ca/,"2020 Sherwood Dr #209, Sherwood Park, AB T8A 5A2"
hyperspace-comics-games-spruce-grove,Hyperspace Comics & Games,Spruce Grove,AB,https://hyperspacecomics.com/,"229 First Ave # 1, Spruce Grove, AB T7X 3X2"
paradise-games-and-customs-spruce-grove,Paradise Games and Customs,Spruce Grove,AB,http://paradisegames.ca/,"4 Spruce Ridge Dr #40, Spruce Grove, AB T7X 4S3"
mission-fun-games-st-albert,Mission: Fun & Games,St. Albert,AB,http://www.boardgames.ca/,"560 St Albert Trl, St. Albert, AB T8N 6A7"
sports-closet-st-albert,Sports Closet,St. Albert,AB,https://sportscloset.ca/,"375 St Albert Trl #239, St. Albert, AB T8N 3K8"
thunderground-comics-and-collectibles-st-albert,ThunderGround Comics And Collectibles,St. Albert,AB,http://www.thundergroundcomics.com/,"31 Fairview Blvd, St. Albert, AB T8N 3M5"
stettler-game-corner-stettler,Stettler Game Corner,Stettler,AB,,"4940 50 St, Stettler, AB T0C 2L2"
hockey-central-sports-memorabilia-inc-sylvan-lake,Hockey Central Sports Memorabilia Inc,Sylvan Lake,AB,,"3715 47 Ave Unit 330, Sylvan Lake, AB T4S 0C8"
d-c-s-collectibles-whitecourt,D&C's Collectibles,Whitecourt,AB,,"4439 52 Ave Unit 4, Whitecourt, AB T7S 1X6"
box-of-cards-sports-cards-aurora,Box Of Cards (Sports Cards),Aurora,ON,http://www.boxofcards.ca/,"41 Industrial Pkwy S, Aurora, ON L4G 3Y5"
big-b-comics-barrie,Big B Comics,Barrie,ON,http://www.bigbbarrie.com/,"45 Essa Rd, Barrie, ON L4N 3K4"
box-of-cards-sports-cards-barrie,Box Of Cards (Sports Cards),Barrie,ON,https://boxofcards.ca/,"12 Commerce Park Dr c, Barrie, ON L4N 8W8"
doug-laurie-sports-barrie,Doug Laurie Sports,Barrie,ON,http://www.douglauriesports.com/,"Bayfield Mall, Rear entrance by MTO & Bowlerama Back of mall behind Canadian Tire, 320 Bayfield St Unit 107, Barrie, ON L4M 3C1"
gamer-s-lair-ltd-barrie,Gamer's Lair Ltd.,Barrie,ON,http://www.gamerslair.ca/,"274 Burton Ave Unit 33, Barrie, ON L4N 5W4"
ideal-hobbies-barrie,Ideal Hobbies,Barrie,ON,http://www.idealhobbies.com/,"12 Commerce Park Dr, Barrie, ON L4N 8W8, Canada"
loot-kingdom-barrie,Loot Kingdom,Barrie,ON,http://www.lootkingdom.com/,"159A Anne St S, Barrie, ON L4N 2E4"
omg-games-barrie,OMG Games,Barrie,ON,http://www.omggames.ca/,"130 Bell Farm Rd Unit#10, Barrie, ON L4M 6J4"
pokemon-tcg-store-barrie,Pokémon TCG Store,Barrie,ON,https://wa.me/message/4G23PO7DGGGFE1,"1 Irish Ln, Barrie, ON L4M 6H8"
power-up-gaming-barrie,Power Up Gaming,Barrie,ON,http://www.powerupgaming.ca/,"490 Mapleview Dr W #5, Barrie, ON L4N 6C3"
