GameZilla Bathurst,Bathurst,"1000 St Peter Ave, Bathurst, NB E2A 2Z7",,,506-548-1011,https://gamezilla.ca/,https://www.facebook.com/GamezillaBathurst/,Buys;Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,47.63553,-65.67410
GameZilla Saint John,Saint John,"77 Catherwood Street, Saint John, NB E2M 7X1",,,506-657-7529,https://gamezilla.ca/,https://www.facebook.com/GamezillaBathurst/,Buys;Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,45.25458,-66.09832
GameZilla Fredericton,Fredericton,"1211 Prospect Street, Fredericton, NB E3B 3B9",,,506-450-9028,https://gamezilla.ca/,https://www.facebook.com/GamezillaBathurst/,Buys;Sells;Sells Wax,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,45.93892,-66.66004
House of Cards (Abbotsford),Abbotsford,"#6 2664 Gladys Avenue, Abbotsford, BC V2S 3X8",,,604-776-0766,https://houseofcards.ca/,,Sells;Trades Singles,Magic;Pokemon;Other,49.05050,-122.28718
House of Cards (Cloverdale),Surrey,"#101 5660 176A Street, Surrey, BC V3S 4H1",,,778-547-8866,https://houseofcards.ca/,,Sells;Trades Singles,Magic;Pokemon;Other,49.10520,-122.73354
Infinity Cards & Collectibles,Aldergrove,"27256 Fraser Hwy Unit 102, Aldergrove, BC V4W 3P8",,,604-308-5084,https://infinitycards.ca/,,Buys;Sells;Trades Singles,Pokemon;Magic;Other,49.05770,-122.46918
Draw For Turn Games,Richmond,"3851 Jacombs Road Unit 120, Richmond, BC V6V 2H7",,,236-998-6497,https://drawforturn.ca/,https://www.instagram.com/dft_tcg/,Buys;Sells;Trades Singles,Pokemon;Magic;Other,49.18617,-123.08079
Treasure Chest Games & Collectibles,Port Coquitlam,"3274 Coast Meridian Road, Port Coquitlam, BC V3B 3N4",,,604-941-9313,https://www.tcgames.ca/,https://www.facebook.com/treasurechestgames/,Sells;Trades Singles,Hockey;Baseball;Basketball;Football;Pokemon;Magic;Other,49.27229,-122.75562
Kollect This Inc.,Peterborough,"360 George St N Unit 1, Peterborough, ON K9H 7E7",,,(705) 874-1717,https://www.kollectthis.com,https://www.instagram.com/kollectthisinc/,Buys;Sells;Trades Singles,Pokemon;Magic;Other,44.30420,-78.31959
Dueling Grounds Tabletop Games,Peterborough,"373 George St N, Peterborough, ON",,,(705) 743-3835,https://dueling-grounds.com,,Sells,Pokemon;Magic;Other,44.30506,-78.32026
Sequence Comics and Gaming,Brockville,"175 King St W, Brockville, ON K6V 3R6",,,613-345-4349,https://www.sequencecomics.ca,https://www.facebook.com/SequenceBrockville/,Sells;Sells Wax,Pokemon;Magic;Other,44.58757,-75.68752
Skaf Express (Let's Play! Cards and Games!),Thunder Bay,"470 Hodder Ave Unit B, Thunder Bay, ON P7A 7X5",,,807-683-3943,https://www.skafexpress.ca,,Sells,Hockey;Pokemon;Magic;Other,48.46806,-89.18166
Collect 'em All - Cards and Games,Thunder Bay,"217 Cumberland St N, Thunder Bay, ON P7A 4N2",,,(807) 935-7642,https://collectem.ca,,Sells;Sells Wax,Pokemon;Magic;Other,48.44152,-89.21120
Outpost Gaming,North Bay,"2690 Trout Lake Rd Unit 3, North Bay, ON P1B 7S7",,,705-478-8500,https://www.outpostgaming.ca,https://www.facebook.com/outpostgamingltd/,Sells,Pokemon;Magic;Other,46.32461,-79.42832
PPAG Hockey Cards,Granby,"1152 Rue de Roberval Sud, Porte 2, Granby, QC J2J 0N3",,,450-830-4660,https://www.ppaghockeycards.com/,https://www.facebook.com/p/PPAG-Hockey-Cards-61555297472006/,Sells;Breaks;Grading Services;Sells Wax,Hockey;Pokemon,45.41768,-72.77305
Card Brawlers,Montréal,"7105 rue Saint-Denis, Unit 202, Montréal, QC H2S 2S5",,,514-495-7758,https://cardbrawlers.com/,https://www.facebook.com/cardbrawlers/,Sells,Pokemon;Other,45.53825,-73.61394
BOG Collectibles,Kahnawake,"22 QC-138, Kahnawake, QC J0L 1B0",,,514-400-0832,https://bogcollectibles.com/,,Sells;Breaks,Hockey;Baseball;Basketball;Football;Pokemon;Other,45.37021,-73.74333
KSKS Sports Collectibles Inc.,Pointe-Claire,"2 avenue de Lourdes, Pointe-Claire, QC H9S 4R2",,,514-505-3344,https://kskscollectibles.com/,https://www.facebook.com/KSKSCollectibles/,Buys;Sells,Hockey;Baseball;Other,45.42937,-73.82502
MB Cartes,Sherbrooke,"2227 rue King Ouest, Local 107, Sherbrooke, QC",,,819-580-1999,https://www.mbcartes.com/,https://www.facebook.com/p/MB-Cartes-100064100382603/,Sells,Hockey;Other,45.40036,-71.92856
Prairie Canucks Cards & Collectibles,Weyburn,"160 3rd Street NE, Weyburn, SK S4H 0W2",,,306-842-0042,https://prairiecanucks.ca/,https://www.facebook.com/p/Prairie-Canucks-Cards-Collectibles-61578976891807/,Sells;Trades Singles;Sells Wax;Trade Nights,Hockey;Pokemon;Magic;Other,49.66330,-103.85336
Fusion Gaming,Winnipeg,"1473 Pembina Hwy, Winnipeg, MB R3T 2C5",,,204-452-3121,https://fusiongamingonline.com/,,Buys;Sells;Trades Singles;Sells Wax,Magic;Other,49.83587,-97.15116
ManitobaTCG,Winnipeg,"114 Regent Ave E, Winnipeg, MB",,,431-801-8447,https://www.manitobatcg.com/,https://www.instagram.com/manitobatcg/,Buys;Sells;Trades Singles;Grading Services;Sells Wax,Pokemon,49.89487,-97.00146
